YR MNTH DY HR SWE PRCP RAIM TAIR PET ET MOD_RUN OBS_RUN
1980 10 01 12   0.0000000   0.0000000   0.0000000  20.8400000   2.7168000   1.8099000   0.2299000   0.0000000
1980 10 02 12   0.0000000   0.0000000   0.0000000  16.0150000   2.4171000   1.5920000   0.2053000   0.0000000
1980 10 03 12   0.0000000   0.0000000   0.0000000  11.6600000   2.2012000   1.4352000   0.1834000   0.0000000
1980 10 04 12   0.0000000   0.0000000   0.0000000  12.7700000   2.1704000   1.4022000   0.1640000   0.0000000
1980 10 05 12   0.0000000   0.0000000   0.0000000  14.3400000   2.2614000   1.4478000   0.1467000   0.0000000
1980 10 06 12   0.0000000   0.0000000   0.0000000  18.0850000   2.4279000   1.5398000   0.1314000   0.0000000
1980 10 07 12   0.0000000   0.0000000   0.0000000  19.0900000   2.4754000   1.5541000   0.1178000   0.0000000
1980 10 08 12   0.0000000   0.0000000   0.0000000  21.0450000   2.5485000   1.5835000   0.1056000   0.0000000
1980 10 09 12   0.0000000   0.0000000   0.0000000  20.4300000   2.4474000   1.5046000   0.0949000   0.0000000
1980 10 10 12   0.0000000   0.0000000   0.0000000  19.7650000   2.3173000   1.4101000   0.0853000   0.0000000
1980 10 11 12   0.0000000   0.0000000   0.0000000  13.4100000   1.8761000   1.1307000   0.0767000   0.0000000
1980 10 12 12   0.0000000   0.0000000   0.0000000  11.2500000   1.7871000   1.0686000   0.0691000   0.0000000
1980 10 13 12   0.0000000   0.0000000   0.0000000  16.8600000   2.0459000   1.2143000   0.0624000   0.0000000
1980 10 14 12   0.0000000   9.2200000   9.2200000  19.5150000   1.6935000   0.9966000   0.1024000   0.0000000
1980 10 15 12   0.0000000  15.0700000  15.0700000  18.4450000   1.4036000   1.3966000   0.2964000   0.0000000
1980 10 16 12   0.0000000  27.4400000  27.4400000  18.0900000   1.2982000   1.2918000   0.6805000   0.0000000
1980 10 17 12   0.0000000  30.4500000  30.4500000  14.0750000   1.4445000   1.4373000   2.8634000   0.0000000
1980 10 18 12   0.0000000   0.0000000   0.0000000  10.1500000   1.3990000   1.3920000   1.1684000   0.0000000
1980 10 19 12   0.0000000   0.0000000   0.0000000   9.0000000   1.4436000   1.3337000   1.0905000   0.0000000
1980 10 20 12   0.0000000   0.0000000   0.0000000  13.2500000   1.6009000   1.3389000   0.9695000   0.0000000
1980 10 21 12   0.0000000   0.0000000   0.0000000  15.1950000   1.6623000   1.3810000   0.8621000   0.0000000
1980 10 22 12   0.0000000   0.0000000   0.0000000  15.4850000   1.6400000   1.3531000   0.7668000   0.0000000
1980 10 23 12   0.0000000   0.0000000   0.0000000  14.2550000   1.5018000   1.2307000   0.6822000   0.0000000
1980 10 24 12   0.0000000  19.4400000  19.4400000   8.1450000   1.0146000   0.8262000   1.1352000   0.0000000
1980 10 25 12   0.0000000   0.0000000   0.0000000   5.3500000   1.0643000   1.0590000   0.7675000   0.0000000
1980 10 26 12   0.0000000   0.0000000   0.0000000   4.5050000   1.0550000   0.9914000   0.7715000   0.0000000
1980 10 27 12   0.0000000  21.8400000  21.8400000   5.7350000   0.8486000   0.7433000   3.5480000   0.0000000
1980 10 28 12   0.0000000   5.8900000   5.8900000   3.1950000   0.7556000   0.7518000   3.1497000   0.0000000
1980 10 29 12   0.0000000   0.0000000   0.0000000   1.7150000   0.9061000   0.9015000   0.8391000   0.0000000
1980 10 30 12   0.0000000   0.0000000   0.0000000   6.2100000   1.0471000   1.0024000   0.8026000   0.0000000
1980 10 31 12   0.0000000   0.0000000   0.0000000  10.8100000   1.1661000   1.0922000   0.7140000   0.0000000
1980 11 01 12   0.0000000   0.0000000   0.0000000  11.8100000   1.1888000   1.1055000   0.6354000   0.0000000
1980 11 02 12   0.0000000   0.0000000   0.0000000  11.3200000   1.1318000   1.0472000   0.5655000   0.0000000
1980 11 03 12   0.0000000   0.0000000   0.0000000  13.9950000   1.2132000   1.1173000   0.5036000   0.0000000
1980 11 04 12   0.0000000   0.0000000   0.0000000  10.8850000   1.0726000   0.9829000   0.4486000   0.0000000
1980 11 05 12   0.0000000   0.0000000   0.0000000  10.9600000   1.0496000   0.9574000   0.3997000   0.0000000
1980 11 06 12   0.0000000   0.0000000   0.0000000  15.1650000   1.1672000   1.0601000   0.3563000   0.0000000
