YR MNTH DY HR SWE PRCP RAIM TAIR PET ET MOD_RUN OBS_RUN
1980 10 01 12   0.0000000   0.0000000   0.0000000  21.0700000   2.9007000   1.9069000   0.2943000   0.0000000
1980 10 02 12   0.0000000   0.0000000   0.0000000  16.0300000   2.6347000   1.7129000   0.2812000   0.0000000
1980 10 03 12   0.0000000   0.0000000   0.0000000  12.7200000   2.4573000   1.5816000   0.2689000   0.0000000
1980 10 04 12   0.0000000   0.0000000   0.0000000  15.1250000   2.4913000   1.5886000   0.2573000   0.0000000
1980 10 05 12   0.0000000   0.0000000   0.0000000  16.1550000   2.5781000   1.6283000   0.2463000   0.0000000
1980 10 06 12   0.0000000   0.0000000   0.0000000  19.4850000   2.6707000   1.6703000   0.2359000   0.0000000
1980 10 07 12   0.0000000   0.0000000   0.0000000  19.8000000   2.7236000   1.6861000   0.2260000   0.0000000
1980 10 08 12   0.0000000   0.0000000   0.0000000  21.6900000   2.8056000   1.7189000   0.2167000   0.0000000
1980 10 09 12   0.0000000   0.0000000   0.0000000  20.4550000   2.6546000   1.6090000   0.2080000   0.0000000
1980 10 10 12   0.0000000   0.0000000   0.0000000  19.3050000   2.5158000   1.5095000   0.1997000   0.0000000
1980 10 11 12   0.0000000   0.0000000   0.0000000  12.5650000   2.0409000   1.2129000   0.1918000   0.0000000
1980 10 12 12   0.0000000   0.0000000   0.0000000  12.9200000   2.0664000   1.2185000   0.1844000   0.0000000
1980 10 13 12   0.0000000   0.0000000   0.0000000  19.6800000   2.3583000   1.3797000   0.1773000   0.0000000
1980 10 14 12   0.0000000   0.0000000   0.0000000  20.0750000   2.3069000   1.3375000   0.1707000   0.0000000
1980 10 15 12   0.0000000   0.0000000   0.0000000  20.7750000   1.8128000   1.0419000   0.1643000   0.0000000
1980 10 16 12   0.0000000  48.6300000  48.6300000  18.3700000   1.5388000   0.8783000   6.1549000   1.0567000
1980 10 17 12   0.0000000  12.0100000  12.0100000  13.7400000   1.7146000   1.7061000   2.8079000   0.3866000
1980 10 18 12   0.0000000   0.0000000   0.0000000  10.4500000   1.6571000   1.6489000   0.3778000   0.1031000
1980 10 19 12   0.0000000   0.0000000   0.0000000   9.8450000   1.6452000   1.2076000   0.3759000   0.0361000
1980 10 20 12   0.0000000   0.0000000   0.0000000  14.1600000   1.8373000   1.3345000   0.3581000   0.0301000
1980 10 21 12   0.0000000   0.0000000   0.0000000  16.5850000   1.9325000   1.3938000   0.3413000   0.0258000
1980 10 22 12   0.0000000   0.0000000   0.0000000  16.6350000   1.8638000   1.3344000   0.3255000   0.0189000
1980 10 23 12   0.0000000   0.0000000   0.0000000  13.4850000   1.6364000   1.1633000   0.3106000   0.0066000
1980 10 24 12   0.0000000   5.5000000   5.5000000   8.9150000   1.1387000   0.8045000   0.3240000   0.0052000
1980 10 25 12   0.0000000   0.0000000   0.0000000   6.7500000   1.2982000   1.2917000   0.2832000   0.0052000
1980 10 26 12   0.0000000   0.0000000   0.0000000   7.4850000   1.2872000   0.9310000   0.2928000   0.0069000
1980 10 27 12   0.0000000  15.5700000  15.5700000   7.2450000   1.0079000   0.7195000   0.7017000   0.0086000
1980 10 28 12   0.0000000   2.3800000   2.3800000   3.5050000   0.8785000   0.8741000   0.3395000   0.0086000
1980 10 29 12   0.0000000   0.0000000   0.0000000   2.7950000   1.0473000   1.0421000   0.3301000   0.0103000
1980 10 30 12   0.0000000   0.0000000   0.0000000   7.8300000   1.2122000   0.9735000   0.3189000   0.0103000
1980 10 31 12   0.0000000   0.0000000   0.0000000  11.5050000   1.2969000   0.9875000   0.3044000   0.0103000
1980 11 01 12   0.0000000   0.0000000   0.0000000  11.7250000   1.3043000   0.9860000   0.2907000   0.0120000
1980 11 02 12   0.0000000   0.0000000   0.0000000  12.9950000   1.3094000   0.9850000   0.2777000   0.0120000
1980 11 03 12   0.0000000   0.0000000   0.0000000  14.7850000   1.3679000   1.0239000   0.2655000   0.0103000
1980 11 04 12   0.0000000   0.0000000   0.0000000  10.8150000   1.1938000   0.8889000   0.2539000   0.0095000
1980 11 05 12   0.0000000   0.0000000   0.0000000  12.1700000   1.2099000   0.8968000   0.2430000   0.0120000
1980 11 06 12   0.0000000   0.0000000   0.0000000  16.4950000   1.3384000   0.9875000   0.2327000   0.0112000
1980 11 07 12   0.0000000   0.0000000   0.0000000  18.4750000   1.4397000   1.0568000   0.2230000   0.0103000
1980 11 08 12   0.0000000   0.0000000   0.0000000  18.1750000   1.3711000   1.0009000   0.2137000   0.0095000
1980 11 09 12   0.0000000   0.0000000   0.0000000  14.6650000   1.1533000   0.8376000   0.2050000   0.0095000
1980 11 10 12   0.0000000   0.0000000   0.0000000  13.7800000   1.1425000   0.8261000   0.1968000   0.0103000
1980 11 11 12   0.0000000   0.0000000   0.0000000  16.1150000   1.2328000   0.8875000   0.1890000   0.0103000
1980 11 12 12   0.0000000   0.0000000   0.0000000  17.6700000   1.2077000   0.8654000   0.1816000   0.0112000
1980 11 13 12   0.0000000   0.0000000   0.0000000  12.0950000   1.0365000   0.7393000   0.1747000   0.0120000
1980 11 14 12   0.0000000  10.2700000  10.2700000   3.0200000   0.6144000   0.4365000   0.2194000   0.0129000
1980 11 15 12   0.0000000   0.0000000   0.0000000   2.5200000   0.6620000   0.6587000   0.1858000   0.0137000
1980 11 16 12   0.0000000   0.0000000   0.0000000   0.0800000   0.6124000   0.5274000   0.2024000   0.0129000
1980 11 17 12   0.0000000   0.0000000   0.0000000   1.4650000   0.6241000   0.5001000   0.1942000   0.0103000
1980 11 18 12   0.0000000   0.0000000   0.0000000   0.7750000   0.6463000   0.4970000   0.1865000   0.0112000
1980 11 19 12   0.0000000   0.0000000   0.0000000   3.2400000   0.6683000   0.5019000   0.1791000   0.0120000
1980 11 20 12   0.0000000   0.0000000   0.0000000   4.2400000   0.6863000   0.5084000   0.1722000   0.0129000
1980 11 21 12   0.0000000   0.0000000   0.0000000   3.3150000   0.6389000   0.4695000   0.1656000   0.0146000
1980 11 22 12   0.0000000   0.0000000   0.0000000   6.3100000   0.7201000   0.5266000   0.1594000   0.0155000
1980 11 23 12   0.0000000   0.0000000   0.0000000   6.3200000   0.7124000   0.5189000   0.1535000   0.0155000
