YR MNTH DY HR SWE PRCP RAIM TAIR PET ET MOD_RUN OBS_RUN
1980 10 01 12   0.0000000   0.0000000   0.0000000  20.8600000   2.7614000   1.8582000   0.2768000   0.0000000
1980 10 02 12   0.0000000   0.0000000   0.0000000  16.0050000   2.4550000   1.6329000   0.2604000   0.0000000
1980 10 03 12   0.0000000   0.0000000   0.0000000  11.8000000   2.2536000   1.4835000   0.2450000   0.0000000
1980 10 04 12   0.0000000   0.0000000   0.0000000  13.0300000   2.2305000   1.4544000   0.2305000   0.0000000
1980 10 05 12   0.0000000   0.0000000   0.0000000  14.5350000   2.3189000   1.4980000   0.2169000   0.0000000
1980 10 06 12   0.0000000   0.0000000   0.0000000  18.3300000   2.4827000   1.5882000   0.2042000   0.0000000
1980 10 07 12   0.0000000   0.0000000   0.0000000  19.2350000   2.5334000   1.6037000   0.1922000   0.0000000
1980 10 08 12   0.0000000   0.0000000   0.0000000  21.3900000   2.6270000   1.6454000   0.1809000   0.0000000
1980 10 09 12   0.0000000   0.0000000   0.0000000  20.4850000   2.5089000   1.5541000   0.1704000   0.0000000
1980 10 10 12   0.0000000   0.0000000   0.0000000  19.9400000   2.3765000   1.4566000   0.1604000   0.0000000
1980 10 11 12   0.0000000   0.0000000   0.0000000  13.2650000   1.9012000   1.1537000   0.1511000   0.0000000
1980 10 12 12   0.0000000   0.0000000   0.0000000  11.4950000   1.8422000   1.1090000   0.1424000   0.0000000
1980 10 13 12   0.0000000   0.0000000   0.0000000  17.1750000   2.1053000   1.2576000   0.1341000   0.0000000
1980 10 14 12   0.0000000  11.2800000  11.2800000  19.5500000   1.7359000   1.0278000   0.1929000   0.0000000
1980 10 15 12   0.0000000  14.7900000  14.7900000  18.6800000   1.4401000   1.4329000   0.2938000   0.0000000
1980 10 16 12   0.0000000  31.4500000  31.4500000  18.0400000   1.3119000   1.3053000   2.0100000   0.0294000
1980 10 17 12   0.0000000  27.6300000  27.6300000  14.1400000   1.4795000   1.4721000   3.9877000   0.0240000
1980 10 18 12   0.0000000   0.0000000   0.0000000  10.2150000   1.4403000   1.4331000   0.6263000   0.0096000
1980 10 19 12   0.0000000   0.0000000   0.0000000   9.0750000   1.4806000   1.3664000   0.6081000   0.0053000
1980 10 20 12   0.0000000   0.0000000   0.0000000  13.2950000   1.6386000   1.3951000   0.5714000   0.0016000
1980 10 21 12   0.0000000   0.0000000   0.0000000  15.4100000   1.7089000   1.4449000   0.5369000   0.0013000
1980 10 22 12   0.0000000   0.0000000   0.0000000  15.6750000   1.6829000   1.4128000   0.5046000   0.0013000
1980 10 23 12   0.0000000   0.0000000   0.0000000  14.2950000   1.5402000   1.2839000   0.4742000   0.0016000
1980 10 24 12   0.0000000  16.4800000  16.4800000   8.2150000   1.0414000   0.8625000   1.4756000   0.0024000
1980 10 25 12   0.0000000   0.0000000   0.0000000   5.5800000   1.1003000   1.0948000   0.5019000   0.0027000
1980 10 26 12   0.0000000   0.0000000   0.0000000   4.8150000   1.0937000   1.0138000   0.5124000   0.0027000
1980 10 27 12   0.0000000  20.1300000  20.1300000   5.8050000   0.8663000   0.7595000   2.7238000   0.0027000
1980 10 28 12   0.0000000   5.4900000   5.4900000   3.2400000   0.7728000   0.7690000   2.6748000   0.0027000
1980 10 29 12   0.0000000   0.0000000   0.0000000   1.7750000   0.9310000   0.9264000   0.5671000   0.0027000
1980 10 30 12   0.0000000   0.0000000   0.0000000   6.3000000   1.0760000   1.0249000   0.5575000   0.0021000
1980 10 31 12   0.0000000   0.0000000   0.0000000  10.9400000   1.1976000   1.1209000   0.5239000   0.0016000
1980 11 01 12   0.0000000   0.0000000   0.0000000  11.8350000   1.2148000   1.1294000   0.4923000   0.0013000
1980 11 02 12   0.0000000   0.0000000   0.0000000  11.4100000   1.1619000   1.0747000   0.4627000   0.0013000
1980 11 03 12   0.0000000   0.0000000   0.0000000  13.9550000   1.2434000   1.1445000   0.4349000   0.0014000
1980 11 04 12   0.0000000   0.0000000   0.0000000  10.8200000   1.0928000   1.0006000   0.4089000   0.0014000
1980 11 05 12   0.0000000   0.0000000   0.0000000  11.0950000   1.0854000   0.9893000   0.3844000   0.0015000
1980 11 06 12   0.0000000   0.0000000   0.0000000  15.1700000   1.1954000   1.0846000   0.3614000   0.0015000
1980 11 07 12   0.0000000   0.0000000   0.0000000  18.4150000   1.3272000   1.1981000   0.3398000   0.0016000
1980 11 08 12   0.0000000   0.0000000   0.0000000  17.2500000   1.2280000   1.1024000   0.3196000   0.0016000
1980 11 09 12   0.0000000   0.0000000   0.0000000  15.8350000   1.1361000   1.0146000   0.3006000   0.0016000
